job_pref,last_yr_income,expected_earn,reasons_to_code,months_programming,bootcamp_attend,age,gender
work for a medium-sized company,24000,3000,As a hobby,6,1,23,Male
work for a medium-sized company,10000,60000,To change careers,6,0,23,Male
work for a startup,2000,7000,To succeed in current career,1,0,26,Male
work for a medium-sized company,230000,25000,To change careers,9,0,34,Male
work for a startup,50000,30000,To change careers,1,0,28,Male
work for a medium-sized company,115000,130000,To change careers,36,0,42,Male
work for a medium-sized company,24000,50000,To change careers,2,0,28,Male
work for a medium-sized company,15000,85000,To change careers,24,0,36,Male
work for a nonprofit,19000,60000,To succeed in current career,60,0,38,Female
work for a medium-sized company,25000,35000,To change careers,24,0,34,Female
work for a medium-sized company,32500,60000,To succeed in current career,0,0,26,Male
work for a medium-sized company,5000,40000,To succeed in current career,24,0,20,Male
work for a government,36000,50000,To change careers,0,0,31,Male
work for a government,400000,60000,To change careers,6,0,30,Male
work for a multinational corporation,1000,150000,To change careers,0,0,24,Male
work for a multinational corporation,13200,78999,As a hobby,36,0,16,Male
work for a multinational corporation,110000,80000,To succeed in current career,12,0,42,Male
work for a medium-sized company,15000,40000,To change careers,5,0,19,Male
work for a medium-sized company,54000,60000,To change careers,24,0,30,Male
work for a medium-sized company,27000,50000,To change careers,1,0,34,Male
work for a multinational corporation,12000,50,To change careers,1,0,23,Male
work for a startup,40000,60000,To change careers,6,0,33,Male
work for a startup,20000,40000,To succeed in current career,4,0,29,Male
work for a medium-sized company,47000,55000,To change careers,9,0,32,Male
work for a nonprofit,25000,50000,To change careers,2,0,25,Male
work for a government,26000,1900,To change careers,1,0,30,Female
work for a medium-sized company,12000,90000,As a hobby,0,0,21,Female
work for a medium-sized company,7840,10890,To change careers,0,0,39,Male
work for a nonprofit,100,10000,As a hobby,12,0,19,Male
work for a startup,40000,50000,To start a business or to freelance,24,0,41,Male
work for a medium-sized company,22000,35000,To change careers,2,0,40,Male
work for a multinational corporation,58600,75000,To change careers,0,0,32,Male
work for a medium-sized company,123000,100000,To start a business or to freelance,12,0,39,Male
work for a startup,0,8250,To start a business or to freelance,60,0,22,Male
work for a multinational corporation,35000,50000,To change careers,0,0,22,Male
work for a nonprofit,20000,35000,To succeed in current career,10,0,27,Female
work for a government,45000,65000,To change careers,18,0,24,Male
work for a multinational corporation,32000,70000,To change careers,8,0,29,Female
work for a medium-sized company,38000,0,To succeed in current career,0,0,28,Female
work for a medium-sized company,75,90,To succeed in current career,1,0,56,Male
work for a nonprofit,80,21000,As a hobby,12,0,15,Female
work for a startup,60000,120000,To change careers,0,0,33,Female
work for a nonprofit,7000,35000,To create art or entertainment,2,0,27,Female
work for a startup,34000,48000,To change careers,0,0,29,Male
work for a startup,67000,86000,To change careers,0,0,28,Male
work for a medium-sized company,30000,60000,To change careers,0,0,23,Male
work for a medium-sized company,8826,1000,To succeed in current career,6,0,20,Male
work for a nonprofit,10000,1000000,To start a business or to freelance,0,0,37,Male
work for a government,20000,30000,To change careers,11,0,41,Male
work for a multinational corporation,25000,38000,To change careers,5,0,26,Male
work for a startup,58000,70000,To change careers,0,0,33,Female
work for a medium-sized company,40000,60000,To succeed in current career,6,0,40,Female
work for a nonprofit,5000,5000,To start a business or to freelance,24,0,27,Female
work for a multinational corporation,55000,50000,To change careers,14,1,40,Male
work for a multinational corporation,2000,3500,To start a business or to freelance,6,0,27,Male
work for a medium-sized company,2500,20000,To start a business or to freelance,1,0,29,Male
work for a medium-sized company,75000,75000,To succeed in current career,0,0,30,Female
work for a startup,650,20000,To succeed in current career,1,0,30,Male
work for a startup,55000,75000,To change careers,3,0,28,Male
work for a medium-sized company,50000,60000,To change careers,0,0,37,Female
work for a medium-sized company,6000,1000,To succeed in current career,48,0,41,Female
work for a startup,100,0,As a hobby,8,0,15,Male
work for a multinational corporation,7000,7000,To change careers,0,0,25,Male
work for a multinational corporation,45000,50000,As a hobby,3,0,35,Male
work for a multinational corporation,16000,25000,To succeed in current career,24,0,31,Male
work for a startup,2000,60000,To start a business or to freelance,6,0,24,Male
work for a multinational corporation,20000,60000,As a hobby,60,0,28,Male
work for a government,20000,100000,To succeed in current career,1,0,22,Male
work for a startup,50,6000,To succeed in current career,1,1,20,Male
work for a medium-sized company,0,50000,To create art or entertainment,6,0,16,Male
work for a government,26000,30000,To succeed in current career,17,0,26,Male
work for a startup,417,14000,To change careers,4,0,31,Male
work for a multinational corporation,7000,12000,To change careers,1,0,31,Male
work for a medium-sized company,7800,750,To change careers,1,0,30,Male
work for a medium-sized company,30000,70000,To change careers,0,0,24,Female
work for a startup,5000,15000,As a hobby,1,0,28,Male
work for a multinational corporation,5000,30000,To change careers,1,0,30,Male
work for a startup,1000,10000,To start a business or to freelance,24,0,20,Male
work for a medium-sized company,26000,30000,To succeed in current career,3,0,34,Male
work for a multinational corporation,5000,50000,As a hobby,4,0,25,Male
work for a medium-sized company,7000,8000,To change careers,6,0,22,Male
work for a multinational corporation,20000,50000,To meet school requirements,6,0,21,Male
work for a medium-sized company,14000,80000,To start a business or to freelance,60,0,34,Male
work for a government,21000,42000,As a hobby,1,0,22,Male
work for a medium-sized company,50000,65000,As a hobby,48,0,25,Female
work for a medium-sized company,65000,90000,To change careers,0,0,28,Male
work for a nonprofit,180000,100000,To succeed in current career,1,0,51,Male
work for a startup,3000,50000,To change careers,6,0,28,Male
work for a medium-sized company,15000,60000,To change careers,1,0,30,Male
work for a startup,56000,70000,As a hobby,0,0,29,Male
work for a startup,30000,36000,As a hobby,6,0,22,Male
work for a medium-sized company,60000,30000,To change careers,1,0,28,Female
work for a nonprofit,60000,80000,As a hobby,1,0,31,Male
work for a multinational corporation,10,10000,To create art or entertainment,1,0,19,Male
work for a medium-sized company,5000,50000,As a hobby,1,0,27,Male
work for a nonprofit,40000,40000,To change careers,1,0,50,Male
work for a multinational corporation,2500,3000,To succeed in current career,0,0,27,Male
work for a medium-sized company,50000,60000,To change careers,12,0,32,Male
work for a medium-sized company,27000,70000,To change careers,12,0,34,Male
work for a medium-sized company,6000,78000,As a hobby,24,0,18,Female
work for a medium-sized company,39000,65000,To change careers,1,0,38,Male
work for a government,30000,60000,To change careers,0,0,26,Male
work for a startup,24000,60000,To succeed in current career,1,0,27,Male
work for a multinational corporation,45000,70000,To change careers,4,0,40,Male
work for a multinational corporation,10500,50000,To create art or entertainment,4,0,23,Male
work for a medium-sized company,55000,60000,To succeed in current career,6,0,30,Male
work for a startup,30000,100000,To start a business or to freelance,3,0,27,Male
work for a medium-sized company,49000,60000,To change careers,0,0,27,Male
work for a medium-sized company,45000,80000,To start a business or to freelance,8,0,34,Male
work for a startup,210,15000,To succeed in current career,1,0,23,Male
work for a startup,20000,24000,To change careers,1,0,27,Male
work for a medium-sized company,20000,60000,To meet school requirements,16,0,26,Male
work for a multinational corporation,85000,100000,To change careers,3,0,54,Female
work for a multinational corporation,85000,80000,As a hobby,0,0,33,Male
work for a medium-sized company,20000,60000,To succeed in current career,4,0,24,Female
work for a multinational corporation,38,50000,To change careers,2,0,42,Male
work for a multinational corporation,25000,40000,To change careers,9,0,27,Male
work for a startup,25000,50000,To change careers,1,0,19,Male
work for a startup,47000,60000,To change careers,3,1,29,Female
work for a multinational corporation,0,12000,To change careers,2,0,26,Male
work for a nonprofit,25000,35000,To change careers,0,0,27,Male
work for a startup,0,80000,To succeed in current career,24,0,19,Male
work for a startup,44000,65000,To change careers,2,0,35,Female
work for a startup,50000,60000,To succeed in current career,0,0,41,Male
work for a multinational corporation,80000,100000,To succeed in current career,0,0,38,Male
work for a medium-sized company,30000,50000,To change careers,3,0,29,Male
work for a multinational corporation,40000,4000,To succeed in current career,0,0,32,Female
work for a startup,1000,30000,To change careers,1,0,29,Female
work for a government,12000,40000,To succeed in current career,1,0,22,Male
work for a medium-sized company,16000,55000,To change careers,1,0,30,Male
work for a startup,30000,50000,To succeed in current career,12,0,27,Male
work for a government,50000,80000,To succeed in current career,2,0,31,Male
work for a startup,15000,20000,As a hobby,1,0,23,Female
work for a multinational corporation,55000,65000,As a hobby,30,0,25,Male
work for a startup,30000,55000,To change careers,6,0,28,Male
work for a medium-sized company,3100,12000,To change careers,1,0,24,Male
work for a medium-sized company,55000,55000,To change careers,1,0,39,Male
work for a medium-sized company,40000,70000,To change careers,10,1,38,Male
work for a medium-sized company,60000,80000,To change careers,24,0,45,Male
work for a startup,45000,80000,To change careers,10,0,39,Male
