"","X1","track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"340",18902,"2qM1Uus4I6Yx2BGlIzXaI0","Es Un Secreto","Plan B",4,"5uja4ElM6i6neeFTAa4Itw","House of Pleasure","2010-07-20","Reggaeton Classics","37i9dQZF1DX8SfyqmSFDwe","latin","reggaeton",0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,190560
"341",23132,"0805juC23Tu4an79SGgLjM","I Don't Want You","Martin Miller",25,"646zKvNV1tbAclIAIXRhxo","I Don't Want You","2019-08-23","Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs","3xMQTDLOIGvj3lWH5e5x6F","r&b","hip pop",0.498,0.334,3,-17.496,1,0.188,0.477,0.00016,0.142,0.0949,81.9,257576
"342",1269,"3bH4HzoZZFq8UpZmI2AMgV","New Light","John Mayer",80,"5fEgDYFPUcvQy21TYoLEZ0","New Light","2018-05-10","Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s","4QAzO1Z92yqqD6Mf3mOANu","pop","dance pop",0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015
"343",13314,"1i8TVeZA6ZiSyrdLKQ4DEd","Cats In The Cradle","Ugly Kid Joe",7,"4saAsJgmmKqFWTzaTdiYzC","Rock","2003-01-01","Workday: Rock Classics","37i9dQZF1DX1lwxXvReaux","rock","classic rock",0.473,0.454,8,-11.115,1,0.0316,0.226,1.77e-06,0.0776,0.462,75.788,241000
"344",27259,"5Shjuje8PRcX7ueEVajrLH","Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix","DJ Snake",63,"4shNfMW19y4WnkuhCHum19","Loco Contigo (with J. Balvin & Tyga) [Cedric Gervais Remix]","2019-08-09","EDM 2020 House & Dance","25ButZrVb1Zj1MJioMs09D","edm","electro house",0.752,0.84,6,-4.451,0,0.0373,0.00486,0.0109,0.0916,0.461,124.002,279800
"345",1161,"3oyf4dalm17kzTE8LJDbgR","Lo Que Siento","Cuco",76,"04rhYQT6GJgWQQuRE6FfEW","Lo Que Siento","2017-05-25","Ultimate Indie Presents... Best Indie Tracks of the 2010s","37i9dQZF1DWTHM4kX49UKs","pop","dance pop",0.326,0.685,10,-5.576,1,0.179,0.503,0,0.427,0.409,86.882,312000
"346",20626,"6Dy9ADyJYhwUT2wVqBRqBD","Forever Amor","D'zyre",18,"0fHzf8szAeXpnmUDP28ujh","Fever Freestyle Flashbacks","2000-03-15","80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds)","1oReEujyWpQv2OX68BVPPA","latin","latin hip hop",0.762,0.955,9,-4.35,0,0.0501,0.143,0.0181,0.0889,0.891,116.944,115093
"347",27221,"2r4mpuIYFgKsjeykJTQMqX","Nice To Meet Ya - Diplo Remix","Niall Horan",65,"3UuXPv0M71CU6m3On0wIwb","Nice To Meet Ya (Diplo Remix)","2019-11-07","EDM 2020 House & Dance","25ButZrVb1Zj1MJioMs09D","edm","electro house",0.719,0.747,11,-6.369,0,0.0448,0.0108,0.128,0.066,0.498,124.998,215474
"348",20426,"7IUl5c6u18rzmyQOblj10T","Somebody To Love Remix","Justin Bieber",54,"0wZJCeyfJ0LVrrtH4CwQYw","Never Say Never - The Remixes","2011-01-01","Pop 2009-2011","3gV6KQYZKIuoWml0094vx6","latin","latin hip hop",0.704,0.836,5,-4.619,1,0.0283,0.00388,0,0.16,0.553,129.989,220160
"349",26601,"3U3J5v3rkx89WnFEQvAJD5","FIGURES","Jessie Reyez",71,"2q7EwuXduuQGDJrPYPVFyw","Kiddo","2017-04-21","Soul Coffee (The Best Neo-Soul Mixtape ever)","16iNEskDatG5KbDV16F6LR","r&b","neo soul",0.6,0.139,7,-8.975,1,0.0464,0.811,9.5e-06,0.0918,0.256,171.041,240907
"350",4796,"4Rg0H5DiBSX2sb6HxbRxkL","Promises","All Harlem Music",41,"7AwIOF5a1FovbUQLIqONu4","The American Dream Vol 2","2019-12-30","The Pulse of Indie Poptimism","5qFXOOxrQVyS4UCq3UilZN","pop","indie poptimism",0.461,0.369,10,-10.478,1,0.0372,0.111,0,0.376,0.127,114.075,191250
"351",1126,"6LxcPUqx6noURdA5qc4BAT","Motion Sickness","Phoebe Bridgers",67,"0AkAmg94XyiHODJaiGHh9O","Stranger in the Alps","2017-09-22","Ultimate Indie Presents... Best Indie Tracks of the 2010s","37i9dQZF1DWTHM4kX49UKs","pop","dance pop",0.652,0.545,1,-9.021,1,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760
"352",8028,"5hHdrN23SMuJkAsoyUcN24","Danger - Original Mix","Blahzay Blahzay",46,"5LQ307QJDUydMbHPAsayYm","Blah Blah Blah","1996-08-13","90's Hip Hop Ultimate Collection","4IG024zoaGMurhTFBkMAv9","rap","southern hip hop",0.723,0.739,0,-7.943,1,0.401,0.403,0,0.365,0.805,177.886,225267
"353",26367,"1h2LHhmyAXi8tPNLi806JA","Shadow Man (feat. Phoelix, Smino & Saba)","Noname",61,"18Scpsg5OV1iYNtSaCsjwz","Telefone","2016-08-12","Neo-Jazz Soul RnB & Afro","48AzM7l4M02DBYd2N3IFLP","r&b","neo soul",0.611,0.454,0,-7.436,0,0.201,0.469,1.52e-06,0.189,0.444,93.004,311000
"354",27978,"0hGSr4bb26syMkhIiPGNNe","Turn It Up","Dimitri Vegas & Like Mike",0,"4WGxTGkyuhM6sKj3QbhHnd","Club Life, Vol. 3 - Stockholm (Spotify Exclusive)","2013-06-11","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","electro house",0.452,0.936,8,-3.075,1,0.107,0.00298,0.134,0.372,0.307,128.161,283707
"355",25879,"5Anh8jULgeUgciLHCR25Mk","Like A Star","Corinne Bailey Rae",63,"141Mp3P2VKHQMhtkW1DyQg","Corinne Bailey Rae","2006-01-01","Neo-Soul / Soulful R&B","4F3xAxHxeBwXhK6k6GPnrW","r&b","neo soul",0.605,0.226,2,-10.617,0,0.0347,0.715,1e-04,0.35,0.142,122.713,243213
"356",7849,"4aOjDKk1s5hlsEY5ZhhX3l","My Hooptie","Sir Mix-A-Lot",39,"2zsHTEgtUmrDJ3XxHkobBM","Seminar","1989-01-01","Minitruckin Playlist","0VVH2Nzj6kBVGK3WIUQMAw","rap","southern hip hop",0.824,0.629,1,-12.128,1,0.432,0.0829,5.86e-06,0.0433,0.661,184.012,286000
"357",14331,"7psTNaKmJxmF33orqN4a9P","Stitches and Burns","Fra Lippo Lippi",57,"2Ei3G9yrF32h7XmZ9likpn","Dreams","1992-01-01","Permanent Wave CHDB","2foj4ZYVHRGqSd1aMqNPBj","rock","permanent wave",0.766,0.519,0,-11.411,1,0.0288,0.194,2.47e-05,0.292,0.856,118.199,261640
"358",30822,"105uuUkkh85a9G6OZQzvHE","Haunted by You","Roderic H",36,"5fX6sHJDDQy8T0BfTKp5zc","Haunted by You","2019-10-10","Tastemakers Ball  -  EDM - POP and FUN","67cpuBAXjwibm3LG333Oaq","edm","pop edm",0.769,0.622,0,-12.721,1,0.0342,0.0788,0.112,0.153,0.45,122.006,179139
"359",7454,"7kItHXkqfLWFOiZ0tSzzbA","Enter the Riffian","Wo Fat",34,"6jbtn489j5Abu7sUFVlb0Y","Psychedelonaut","2009-01-01","Badass Rock","44bkJI1QGkT2O0GYJSsbkp","rap","southern hip hop",0.329,0.786,10,-7.833,0,0.0475,1.89e-05,0.241,0.112,0.301,140.839,339573
"360",32184,"4Rerys3ORouNFth0SnLk93","Outside (feat. Jaime Deraz)","David Hopperman",47,"1pmxA0olEMd5Ksg0l3ygwX","Outside (feat. Jaime Deraz)","2020-01-03","Brand New EDM","2dNitDEHM9FpUGEHWc7zyW","edm","progressive electro house",0.698,0.807,5,-4.476,0,0.0934,0.176,1.03e-05,0.106,0.441,123.881,159677
"361",20117,"6dNaImQJF0Y1wrjMBy4KLz","Don't Answer (feat. Wiley)","KAMILLE",45,"6ILOUtAnpSunPwTuOCjIiQ","Don't Answer (feat. Wiley)","2019-10-16","Global Top 50 | 2020 Hits","1KNl4AYfgZtOVm9KHkhPTF","latin","latin hip hop",0.701,0.789,6,-3.797,0,0.0748,0.00417,0,0.0783,0.62,143.032,163427
"362",4344,"7nnpU2iHbi2k23GNPJMKUM","far away from here","yaeow",21,"40XB91INBVWZ5v9CwYE5Xw","far away from here","2020-01-01","The Edge of Indie Poptimism","5vIdb67lQcdFwoVkE4UMep","pop","indie poptimism",0.663,0.237,10,-15.844,0,0.0506,0.892,0.304,0.0788,0.236,74.97,132800
"363",26202,"6zSe7ZKNjb6Zl5AP78y5QN","Plenty","Guru's Jazzmatazz",44,"0vcwoK9Ya3Ev7fuckDAfIl","Streetsoul","2000-01-01","Saxophone in Hip Hop - R&B Lounge - Jazz Rap","2ujrP2rPxu8ao7wNeG1ZOY","r&b","neo soul",0.804,0.403,8,-6.027,1,0.41,0.161,2.01e-06,0.533,0.611,82.646,278600
"364",18166,"1hfVUmorNhSWNuM91Mo8sX","Dear Maria, Count Me In (Connect Sets Acoustic)","All Time Low",35,"2e8m3glGL3xIuSrGGXzcIc","So Wrong, It's Right (Deluxe Version)","2008-07-29","Unplugged Hits 📣","5NTm3injIRkUMROsZr3C2O","latin","latin pop",0.47,0.461,1,-6.905,1,0.0293,0.5,0,0.131,0.606,81.652,208040
"365",21511,"77UjLW8j5UAGAGVGhR5oUK","Pray For Me (with Kendrick Lamar)","The Weeknd",76,"3pLdWdkj83EYfDN6H2N8MR","Black Panther The Album Music From And Inspired By","2018-02-09","Contemporary Urban","6wyJ4bsjZaUKa9f6GeZlAO","r&b","urban contemporary",0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440
"366",11712,"78aWb3IqcEa8n7mInJiatR","Alone","Wishbone Ash",0,"4LQH2ku8ZXwzvwJbqxIYFM","Pilgrimage","1971","Progressive Rock / Metal - Rock /Metal  Progresivo","7GhTpb4eOp6403Bmgqz3db","rock","album rock",0.66,0.574,7,-14.813,1,0.0334,0.00125,0.631,0.106,0.868,101.549,144289
"367",10261,"5W6445TK7A4ZU0WR6iGKZz","Detenido","Pekeño 77",59,"33oLczPO3ksopKsT4M6DPM","Detenido","2019-09-06","Trapperz","37i9dQZF1DWUmxBdWX3Pp4","rap","trap",0.769,0.867,0,-2.809,1,0.166,0.386,0,0.126,0.688,130.165,140212
"368",25203,"0Dw7uVJBAKCm6dfCoabJV9","Cruel","Jeff Bernat",60,"5WBPlbri33vyF3cNmJIxH5","She Loves Me Not","2019-02-14","I Love My Neo-Soul","37i9dQZF1DX44dZ4p5QLf4","r&b","neo soul",0.704,0.379,9,-9.038,1,0.0816,0.699,0,0.112,0.465,78.91,224282
"369",28308,"7ENBXir2EaAuMnCZUQIDoL","Go To War","Hardwell",63,"29upyaRHCW2OJPj9eZdry2","Go To War","2019-11-22","Big Room EDM","3S03NWbWkrR1e7DPH9rf9Z","edm","big room",0.553,0.827,2,-5.381,1,0.0482,0.00188,0,0.304,0.153,132.077,167500
"370",3808,"6b8Be6ljOzmkOmFslEb23P","24K Magic","Bruno Mars",78,"4PgleR09JVnm3zY1fW3XBA","24K Magic","2016-11-17","10er Playlist","1kEczIkZH8IgaWT2BiApxZ","pop","electropop",0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983
"371",23631,"0X9nRm29fiHY1rKSpm6Jc2","Lost Boys","Christopher Needle",26,"37U2UqABShCuuCL4vQo8At","Exile","2019-12-18","Latest Hits 2020 - Pop, Hip Hop & RnB","7FqZlaYKkQmVnguJbHuj2a","r&b","hip pop",0.599,0.499,1,-11.184,0,0.429,0.411,4.33e-06,0.223,0.34,81.59,237227
"372",22943,"6vaSStNN5NX4nJ4QbRY3S0","Colors","Black Pumas",58,"54SlWgNocRPhlZEFTYjOfW","Black Pumas","2019-06-21","Pop Hits 2020","5TDtuKDbOhrfW7C58XnriZ","r&b","hip pop",0.391,0.692,1,-6.543,0,0.0462,0.0946,1.58e-05,0.191,0.56,180.008,246587
"373",9675,"4Tttv4p2xuAq1LpQ7LI95E","Keep Ya Head Up","2Pac",48,"1WBZyULtlANBKed7Zf9cDP","Greatest Hits","1998-01-01","90s Gangsta Rap / Top Hip-hop Classics","0C2zyPdlkbWHrwVg9gqNdU","rap","gangster rap",0.591,0.739,4,-6.451,1,0.429,0.141,0,0.48,0.613,172.414,263600
"374",18907,"4fFgpzgSkmn3wajioLBPOr","Mis Ojos Lloran Por Ti","Big Boy",71,"5o36XrjVl3YdBYqt0p57Gc","Mis Ojos Lloran Por Ti","2006-01-01","Reggaeton Classics","37i9dQZF1DX8SfyqmSFDwe","latin","reggaeton",0.794,0.831,8,-9.235,1,0.331,0.0135,1.12e-06,0.11,0.328,172.407,295533
"375",16642,"734vYzX6YKgSDHzXuLQJmg","Dale Vieja Dale","Toño Rosario",55,"1wtrxb0990oFB6aa4tr50L","Galactico","2017-06-08","Punto Tropical","37i9dQZF1DWZ1FUX6sM67g","latin","tropical",0.648,0.951,7,-1.565,1,0.233,0.527,0,0.0707,0.966,165.364,216503
"376",17156,"2h52enO5BO7P2DVi1mhx0h","Believe","ROOKIES",35,"0oG4KIUhyaUHohqZh1UZwe","Believe","2016-03-24","Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers","3YdAwfgQLMS4AN2WjRfRlb","latin","tropical",0.763,0.593,0,-6.442,1,0.0462,0.494,1.17e-06,0.0945,0.357,119.976,216000
"377",20185,"7rbtPvn8GtKVhwADK5yXgP","Bangalore","Divolly & Markward",8,"3ynu0UenBCl5Mgj4tNQhih","Gregor Salto Presents Tropical Tips 5","2016-09-09","Latin Village 2019","3JcJCsvBnRsA6oc7eUYDSB","latin","latin hip hop",0.779,0.847,2,-6.468,1,0.0964,0.00481,0.596,0.1,0.46,126.022,240015
"378",12510,"7gSQv1OHpkIoAdUiRLdmI6","I Won't Back Down","Tom Petty",71,"5d71Imt5CIb7LpQwDMQ093","Full Moon Fever","1989-01-01","Classic Rock Drive","37i9dQZF1DXdOEFt9ZX0dh","rock","classic rock",0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,178360
"379",4261,"1Ldg5ulnUpRGUJQ3rdDN9D","Uncut Larry Smith","Larry Smith",40,"07SDDBhVvyEQV2VLMXx2I5","Uncut Larry Smith","2020-01-01","The Edge of Indie Poptimism","5vIdb67lQcdFwoVkE4UMep","pop","indie poptimism",0.553,0.578,11,-7.745,0,0.304,0.0363,0,0.4,0.417,85.951,137561
"380",22728,"66TSoVnJ1P9Tyok03zUlTr","What Is Hip?","Tower Of Power",52,"731Q7pBo9WEQyM52gUe0kJ","Tower Of Power","1973-05-01","The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.","1S7BckuYIkEazeNKOSM0uA","r&b","urban contemporary",0.666,0.733,9,-5.884,1,0.0563,0.138,0.000349,0.0892,0.597,101.858,304733
"381",21029,"2hXMXk9oDfndwPMg3Fqmmj","Meisjes Blijven Meisjes","Frenna",50,"5WHSsJ9oy5HyYJG6ImDypg","Vestival Presents Meisjes Blijven Meisjes","2015-07-31","Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)","3hR2R6szlkwZeGyclTgHcF","latin","latin hip hop",0.638,0.813,8,-5.303,0,0.0648,0.00783,0,0.281,0.689,130.1,201266
"382",14275,"3eSyMBd7ERw68NVB3jlRmW","Pressure","Muse",69,"5OZgDtx180ZZPMpm36J2zC","Simulation Theory (Super Deluxe)","2018-11-09","Permanent Wave","6dqoVI7qwYLyNqbg0MPad3","rock","permanent wave",0.622,0.842,11,-3.678,0,0.0609,0.00342,0.00014,0.0575,0.724,136.041,235600
"383",26051,"4kACIeHCApBCrFPpIRbeeB","Tamba - Radio Version","Y'Akoto",17,"3V5NjzWy3MGerB7zDuobjH","Tamba EP","2011-08-19","NEO FUNK AND SOUL","2WbTrS5D0V2TW6DiDkJBru","r&b","neo soul",0.78,0.493,3,-9.891,0,0.0945,0.645,4.52e-05,0.074,0.611,81.908,190533
"384",16917,"2joDMe0FLqT0jqOlSH3FvD","La Peque","Ulises Bueno",38,"4RHnjk2aMt0OsyAyp8FIUi","La Peque","2019-11-08","Tropical Rising","37i9dQZF1DX07X8UDWKEwP","latin","tropical",0.517,0.744,0,-7.395,1,0.168,0.315,0,0.115,0.859,99.923,219625
"385",3495,"1SNHjxLCz9viXRupgYqqC5","Delight","Solitary Experiments",0,"5yDOBYCtMlE7lL8ARuA64R","Mind Over Matter","2005-11-08","Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop","53CmFroG6MWR5reOOXJX6B","pop","electropop",0.582,0.928,5,-5.374,1,0.0349,0.0153,0.000879,0.125,0.562,132.03,268707
"386",26695,"6dxOG7bXlN9wK9LXw59KWF","I Forgot To Be Your Lover","William Bell",50,"6Mk5jBRZjWJgzRzR8YFehS","The Very Best Of William Bell","2007-01-01","Sexy Soul 2020","5EMARioe9z9eKOeWIAC2JW","r&b","neo soul",0.33,0.42,4,-8.383,0,0.0275,0.298,0,0.124,0.761,140.327,140733
"387",25624,"48EjSdYh8wz2gBxxqzrsLe","Cranes in the Sky","Solange",66,"3Yko2SxDk4hc6fncIBQlcM","A Seat at the Table","2016-09-30","NEO-soul","3q3M4VCymcMoxJ3Tl7mRqN","r&b","neo soul",0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,250973
"388",2547,"0TDLuuLlV54CkRRUOahJb4","Titanium (feat. Sia)","David Guetta",79,"4bTjdxhRRUiWfwj200f9Kl","Nothing but the Beat (Ultimate Edition)","2012-12-07","Electropop Hits  2017-2020","7kyvBmlc1uSqsTL0EuNLrx","pop","electropop",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040
"389",4390,"5AmTHXOp1sTFkYZBRBQ7zt","Falling For Boys","Julia Michaels",67,"2f4Ejh4Po2rpuXSYa6IDCe","Inner Monologue Part 2","2019-06-28","2019 in Indie Poptimism","16RNbqnNCCLlBJti7JU5nc","pop","indie poptimism",0.646,0.485,0,-6.647,1,0.0829,0.501,0,0.121,0.408,148.13,183720
"390",4313,"0aYRMIcuIeBFZEUg6pTsMF","bedroom window","c7oud",30,"6ZUO1XoqJlh6P5wPXjU78N","bedroom window","2019-12-21","The Edge of Indie Poptimism","5vIdb67lQcdFwoVkE4UMep","pop","indie poptimism",0.604,0.482,7,-11.862,1,0.0247,0.782,0.883,0.121,0.217,81.968,179250
"391",31109,"0qDOSuKfzm8dKrXAMVKe0J","Rambo - Hardwell Edit","Deorro",41,"5uIRpyLg0qTAeK2KFD8Rjd","Rambo","2014-06-23","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","progressive electro house",0.667,0.949,7,-3.228,1,0.054,0.00287,0.252,0.621,0.0567,127.953,235861
"392",8029,"0hvxqftYCZT406ElE03giM","Mad Izm","Channel Live",41,"2FNK3h0iIIL5C3cKjgJuNQ","Station Identification","1995-01-01","90's Hip Hop Ultimate Collection","4IG024zoaGMurhTFBkMAv9","rap","southern hip hop",0.901,0.655,11,-10.085,0,0.273,0.00743,0.00629,0.173,0.807,96.005,255533
"393",13757,"2LawezPeJhN4AWuSB0GtAU","Have You Ever Seen The Rain","Creedence Clearwater Revival",78,"372cMadhAGlNuDnc8TssqF","Pendulum (40th Anniversary Edition)","1970-12-07","Permanent wave","0tOy7ZY4E2PadXIyj8zU43","rock","permanent wave",0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133
"394",27824,"6ziw4ahDZIs42ZG5rvyZkO","Dance All Night","Sunstars",31,"1DII4HugoiQ9PuLNveX46z","Dance All Night","2019-09-13","Electro House - by Spinnin' Records","4pVZ70y8vzzkn2GVwQbQw8","edm","electro house",0.722,0.949,1,-4.566,1,0.0536,0.00319,0.107,0.134,0.605,128.002,139219
"395",2352,"3bidbhpOYeV4knp8AIu8Xn","Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",83,"76FXHQhTuT4QMIxfL09gX8","The Heist","2012-10-09","post teen pop","6rjxP7GQKoqqgoakzxl3PY","pop","post-teen pop",0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343
"396",17408,"5sIx4BlfYGuZeSLF40N9GH","Remind Me to Forget","Kygo",74,"5Og1PZOwpUkL8slf11stBq","Remind Me to Forget","2018-03-16","EDM TROPICAL","3pS63EDS40FVGYL41zAcU4","latin","tropical",0.685,0.508,0,-6.4,1,0.0987,0.193,0,0.139,0.315,99.063,217287
"397",30092,"2GblQ918RbkOs4Yo1Rpkcj","Rolling In The Deep","Adele",61,"19xt2EkDfNcbAdQzOVUttd","Pay Close Attention : XL Recordings","2014-08-25","Pop Hits 2000-2019","6mtYuOxzl58vSGnEDtZ9uB","edm","pop edm",0.727,0.76,8,-5.114,1,0.0297,0.13,0,0.0584,0.54,104.941,228141
"398",29074,"4beLLMy4u2X6FwLIFakpit","Airwave - twoloud Remix","Rank 1",0,"1QdZxcz1DUXZGeJBr3fjSf","Airwave (twoloud Remix)","2014-09-22","big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO","2oalsaFUockoPf1DU3wrL8","edm","big room",0.655,0.906,2,-3.682,0,0.123,0.00783,0.237,0.0436,0.203,128.003,332864
"399",4330,"1Drxo9himn8ZJDzSR9CQkV","Slip Knots","Waxwane",31,"2xi4vVmS82Ow7ijRaPqFaA","Slip Knots","2020-01-05","The Edge of Indie Poptimism","5vIdb67lQcdFwoVkE4UMep","pop","indie poptimism",0.647,0.613,5,-8.241,0,0.0441,0.0106,7.97e-05,0.648,0.27,130.042,166154
"400",14352,"47R9wmldBrYFtkNRjVSPZq","Reflections After Jane","The Clientele",34,"1RaoZKXdWt69sBretJuNBD","Alone and Unreal: The Best of The Clientele (Deluxe)","2015-09-04","②⓪①⑨ mixed","2bOjjgN1S3Gqd8vSMyafvJ","rock","permanent wave",0.49,0.192,10,-18.621,1,0.0274,0.842,0.118,0.119,0.508,102.611,204907
"401",16659,"30R2SoOAsKJmaHzA7CGZdA","Inolvidable","Farruko",3,"7qxfLCCzdXsQj0iqmb79O1","Inolvidable","2018-06-01","Punto Tropical","37i9dQZF1DWZ1FUX6sM67g","latin","tropical",0.677,0.797,11,-4.131,1,0.0759,0.239,0.000235,0.248,0.903,172.044,219044
"402",3706,"0Yk9pUjag0vNBww57XrzST","Strangers In The Wind","Cut Copy",32,"34NNRiAunm4I1jvmviZrBE","In Ghost Colours (Deluxe)","2008-01-01","GTA V - Radio Mirror Park","31R7Gd07KsDafqJEeL4Hqr","pop","electropop",0.566,0.825,4,-3.947,0,0.0383,0.0488,2.9e-05,0.244,0.475,119.955,283800
"403",28589,"1pJ41kt60x9ddrOJJ7X450","Fix Me - Official Parookaville 2016 Anthem / Radio Edit","twoloud",34,"4NOnkydnZRXbKxqx21cl5T","Fix Me (Official Parookaville 2016 Anthem / Radio Edit)","2016-06-24","PAROOKAVILLE - Big Room","6vbHQdtfmexb0ptmBSpemm","edm","big room",0.497,0.676,4,-3.791,0,0.0322,0.00716,0,0.614,0.226,126.071,193501
"404",22501,"5ZRYj1vl96gVbSlB7GpmZw","Endow Me (feat. Fantasia, Faith Evans & Lil' Mo)","Coko",12,"1xnpkmZuNX5VBCE2savkE1","Gospelflava.com Presents Something On The Inside","2010-10-25","Gospel","0pItJZBDZFvgAOdFnSITnJ","r&b","urban contemporary",0.428,0.475,11,-5.799,1,0.0458,0.0969,0,0.0708,0.238,79.09,418467
"405",15071,"7pDHM9huHHpRc9CrxZElsW","Firefly","Breaking Benjamin",53,"39FF5RewRO5F3OoNlWSQik","We Are Not Alone","2004-01-01","Hard Rock Workout","3YouF0u7waJnolytf9JCXf","rock","hard rock",0.477,0.85,0,-4.517,1,0.0601,5.37e-05,0.000113,0.224,0.533,91.964,187573
"406",4227,"43A8FeaAetF2Imc28DX29I","Julia","Jungle",52,"6IH6co1QUS7uXoyPDv0rIr","Jungle","2014-07-14","Indie/Jazz Poptimism","6OaTudLqBEuTyUMPxRNpZc","pop","indie poptimism",0.623,0.647,10,-7.511,0,0.0301,0.022,0.00108,0.109,0.277,107.996,195294
"407",12097,"2eSAEd4El60OeatNib90TT","Bring Back That Leroy Brown - Remastered 2011","Queen",32,"5SBHID8qGG3x52zgoh2ilz","Sheer Heart Attack (2011 Remaster)","1974-11-08","The Queen - La Discografia Completa","3E88dLx4fgFYY70gdGzdnB","rock","album rock",0.702,0.641,0,-5.594,1,0.0879,0.399,0,0.0763,0.863,118.486,135307
"408",25520,"2yx7XX9v7M6yhm2fBG7K3E","Ain't That Easy","D'Angelo",49,"5Hfbag0SsHxafx1SySFSX6","Black Messiah","2014-12-15","Neo Soul / Modern Jazz / Smooth Hiphop","07SNJ4MwYba9wwmzrbjmYi","r&b","neo soul",0.545,0.644,6,-8.111,1,0.415,0.137,0.000402,0.185,0.614,176.176,289347
"409",18864,"7AlfoiKXfXzwVPE9asKNCs","Vamonos","Elias Diaz",39,"0b83ynnCQjeTEnkXIVDEdE","Vamonos","2019-09-20","Reggaeton 2020 ☀","7xWuNevFBmwnFEg6wzdCc7","latin","reggaeton",0.643,0.775,10,-4.622,0,0.184,0.126,0,0.142,0.503,193.747,160825
"410",25245,"20khkbcFHJ63mEJ6nctzcr","Stay","Meshell Ndegeocello",23,"2GsXyWfmgvlgt32xR2Prvg","Rhino Hi-Five: Me'Shell Ndegeocello","2007-04-24","Neo Soul Music","78RRvktrPMSqAoCI21mNOe","r&b","neo soul",0.746,0.459,2,-12.999,1,0.0804,0.0718,0.0214,0.0513,0.761,75.09,270467
"411",23182,"4yJiXq86uM56uIfIZgE440","me & ur ghost","blackbear",68,"1s9YbfFRnIB0jXONMz0gO2","me & ur ghost","2020-01-16","Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs","3xMQTDLOIGvj3lWH5e5x6F","r&b","hip pop",0.761,0.625,7,-6.17,1,0.026,0.0696,0,0.0784,0.875,100.022,200400
"412",20324,"6ZhLLzEjG6AezCj0iNi7tm","Falling","DÉRLY",12,"6IZCYcnP5a71Drd0Kvhvcg","Falling","2019-11-22","Latest Latin American Hits 2020","51LvliKED7oZNJR8XCiPip","latin","latin hip hop",0.82,0.655,8,-6.941,1,0.0792,0.19,0,0.108,0.653,93.985,187089
"413",8475,"59bx5emG4yTKWzAxwxgrKv","Answer to No One (feat. JJ Lawhorn)","Colt Ford",58,"7inpRB8IXFTzcsYEhgAGLA","Declaration of Independence (Deluxe Edition)","2012-08-07","Southern soul & hip hop","4xJULuV0P5PLcMe3xP8Pgj","rap","southern hip hop",0.468,0.874,7,-4.45,0,0.0992,0.187,0,0.0718,0.523,79.988,212924
"414",24329,"0cELvuwJW1acISUHYB6suj","Emotions","Mariah Carey",63,"0SHpIbyBLUugMXsl3yNkUz","Emotions","1991-09-17","90's NEW JACK SWING","0dmInkymNnOTWvEFamSNzb","r&b","new jack swing",0.741,0.752,9,-7.009,0,0.0359,0.0411,0.0012,0.0233,0.942,114.851,248093
